fonte_dados,categoria_macro,genero,cor,idade,faixa_etaria,municipio,bairro,sexo,cutis
violencia_domestica,violencia_social,,,25.0,25_34,MIMOSO DO SUL,CENTRO,FEMININO,BRANCA
violencia_domestica,violencia_social,,,25.0,25_34,SERRA,JARDIM LIMOEIRO,FEMININO,NEGRA
violencia_domestica,violencia_social,,,26.0,25_34,SERRA,JARDIM BELA VISTA,FEMININO,AMARELA
violencia_domestica,violencia_social,,,26.0,25_34,SERRA,PARQUE JACARAIPE,FEMININO,PARDA
violencia_domestica,violencia_social,,,27.0,25_34,NOVA VENECIA,SAO GONCALO,FEMININO,BRANCA
violencia_domestica,violencia_social,,,27.0,25_34,COLATINA,SANTO ANTONIO,FEMININO,PARDA
violencia_domestica,violencia_social,,,27.0,25_34,VITORIA,SAO JOSE,FEMININO,PARDA
violencia_domestica,violencia_social,,,27.0,25_34,VIANA,SOTECO,FEMININO,PARDA
violencia_domestica,violencia_social,,,28.0,25_34,AGUIA BRANCA,CRISTO REI,FEMININO,PARDA
violencia_domestica,violencia_social,,,28.0,25_34,SERRA,NOVA ALMEIDA CENTRO,FEMININO,NEGRA
violencia_domestica,violencia_social,,,29.0,25_34,LINHARES,AVISO,FEMININO,BRANCA
violencia_domestica,violencia_social,,,30.0,25_34,LINHARES,NOVA ESPERANCA,FEMININO,PARDA
violencia_domestica,violencia_social,,,30.0,25_34,VITORIA,TABUAZEIRO,FEMININO,PARDA
violencia_domestica,violencia_social,,,32.0,25_34,ANCHIETA,ALVORADA,FEMININO,BRANCA
violencia_domestica,violencia_social,,,32.0,25_34,VIANA,VILA BETHANIA,FEMININO,PARDA
violencia_domestica,violencia_social,,,33.0,25_34,COLATINA,SAO MARCOS,FEMININO,BRANCA
violencia_domestica,violencia_social,,,33.0,25_34,VITORIA,PARQUE MOSCOSO,FEMININO,NEGRA
violencia_domestica,violencia_social,,,33.0,25_34,VENDA NOVA DO IMIGRANTE,CENTRO,FEMININO,PARDA
violencia_domestica,violencia_social,,,34.0,25_34,SERRA,VILA NOVA DE COLARES,FEMININO,PARDA
violencia_domestica,violencia_social,,,35.0,35_44,SERRA,SAO GERALDO,FEMININO,PARDA
violencia_domestica,violencia_social,,,35.0,35_44,CONCEICAO DO CASTELO,NICOLAU DE VARGAS E SILVA,FEMININO,BRANCA
violencia_domestica,violencia_social,,,35.0,35_44,COLATINA,SANTA TEREZINHA,FEMININO,PARDA
violencia_domestica,violencia_social,,,35.0,35_44,NOVA VENECIA,CENTRO,MASCULINO,AMARELA
violencia_domestica,violencia_social,,,36.0,35_44,ARACRUZ,BELA VISTA,FEMININO,PARDA
violencia_domestica,violencia_social,,,36.0,35_44,SAO MATEUS,GURIRI,FEMININO,BRANCA
violencia_domestica,violencia_social,,,36.0,35_44,CARIACICA,SAO GERALDO,FEMININO,PARDA
violencia_domestica,violencia_social,,,38.0,35_44,ARACRUZ,BARRA DO RIACHO,FEMININO,PARDA
violencia_domestica,violencia_social,,,38.0,35_44,ARACRUZ,BARRA DO RIACHO,FEMININO,PARDA
violencia_domestica,violencia_social,,,41.0,35_44,BAIXO GUANDU,ROSARIO I,FEMININO,PARDA
violencia_domestica,violencia_social,,,42.0,35_44,VILA VELHA,SANTA MONICA,FEMININO,AMARELA
violencia_domestica,violencia_social,,,42.0,35_44,MARATAIZES,BARRA DE ITAPEMIRIM,FEMININO,BRANCA
violencia_domestica,violencia_social,,,43.0,35_44,FUNDAO,SAO JOSE,FEMININO,BRANCA
violencia_domestica,violencia_social,,,45.0,45_54,VILA VELHA,XURY,FEMININO,BRANCA
violencia_domestica,violencia_social,,,46.0,45_54,CONCEICAO DA BARRA,SANTO AMARO,FEMININO,PARDA
violencia_domestica,violencia_social,,,48.0,45_54,CONCEICAO DA BARRA,NOVO HORIZONTE,FEMININO,PARDA
violencia_domestica,violencia_social,,,48.0,45_54,CARIACICA,CRUZEIRO DO SUL,FEMININO,PARDA
violencia_domestica,violencia_social,,,49.0,45_54,CASTELO,CAVA ROXA,FEMININO,BRANCA
violencia_domestica,violencia_social,,,50.0,45_54,NOVA VENECIA,AEROPORTO,FEMININO,BRANCA
violencia_domestica,violencia_social,,,50.0,45_54,ITAPEMIRIM,ITAOCA,FEMININO,PARDA
violencia_domestica,violencia_social,,,50.0,45_54,BARRA DE SAO FRANCISCO,BAIRRO NOVA BARRA,FEMININO,BRANCA
violencia_domestica,violencia_social,,,50.0,45_54,SERRA,EURICO SALLES,FEMININO,NEGRA
violencia_domestica,violencia_social,,,51.0,45_54,SAO MATEUS,GURIRI,FEMININO,PARDA
violencia_domestica,violencia_social,,,52.0,45_54,SERRA,JARDIM BELA VISTA,FEMININO,PARDA
violencia_domestica,violencia_social,,,53.0,45_54,VILA VELHA,BARRAMARES,FEMININO,PARDA
violencia_domestica,violencia_social,,,54.0,45_54,CONCEICAO DA BARRA,FLORESTA,FEMININO,PARDA
violencia_domestica,violencia_social,,,56.0,55_64,IUNA,PITO,FEMININO,NEGRA
violencia_domestica,violencia_social,,,58.0,55_64,CACHOEIRO DE ITAPEMIRIM,MARBRASA,FEMININO,NEGRA
violencia_domestica,violencia_social,,,58.0,55_64,CARIACICA,CRUZEIRO DO SUL,MASCULINO,PARDA
violencia_domestica,violencia_social,,,59.0,55_64,CACHOEIRO DE ITAPEMIRIM,CAICARA,FEMININO,BRANCA
violencia_domestica,violencia_social,,,62.0,55_64,IBATIBA,NOVO HORIZONTE,FEMININO,INDETERMINADA
violencia_domestica,violencia_social,,,67.0,65_PLUS,CACHOEIRO DE ITAPEMIRIM,ZUMBI,FEMININO,NEGRA
violencia_domestica,violencia_social,,,82.0,65_PLUS,CONCEICAO DO CASTELO,NICOLAU DE VARGAS E SILVA,FEMININO,BRANCA
violencia_domestica,violencia_social,,,16.0,15_17,CARIACICA,VERA CRUZ,FEMININO,BRANCA
violencia_domestica,violencia_social,,,18.0,18_24,ARACRUZ,FATIMA,FEMININO,PARDA
violencia_domestica,violencia_social,,,19.0,18_24,CARIACICA,CAMPO GRANDE,FEMININO,BRANCA
violencia_domestica,violencia_social,,,19.0,18_24,AFONSO CLAUDIO,SAO VICENTE,FEMININO,PARDA
violencia_domestica,violencia_social,,,19.0,18_24,PINHEIROS,NITEROI,FEMININO,NEGRA
violencia_domestica,violencia_social,,,22.0,18_24,AFONSO CLAUDIO,VILA NOVA,FEMININO,PARDA
violencia_domestica,violencia_social,,,22.0,18_24,LINHARES,LINHARES V,FEMININO,PARDA
violencia_domestica,violencia_social,,,24.0,18_24,SERRA,SANTO ANTONIO,FEMININO,PARDA
violencia_domestica,violencia_social,,,26.0,25_34,AFONSO CLAUDIO,SAO VICENTE,FEMININO,BRANCA
violencia_domestica,violencia_social,,,26.0,25_34,VILA VELHA,ATAIDE,FEMININO,PARDA
violencia_domestica,violencia_social,,,26.0,25_34,BARRA DE SAO FRANCISCO,BAIRRO IRMAOS FERNANDES,FEMININO,BRANCA
violencia_domestica,violencia_social,,,26.0,25_34,VITORIA,ENSEADA DO SUA,FEMININO,PARDA
violencia_domestica,violencia_social,,,27.0,25_34,CACHOEIRO DE ITAPEMIRIM,MONTE CRISTO,FEMININO,BRANCA
violencia_domestica,violencia_social,,,30.0,25_34,ICONHA,JARDIM DA ILHA,FEMININO,PARDA
violencia_domestica,violencia_social,,,31.0,25_34,VILA VELHA,PRAIA DE ITAPARICA,FEMININO,PARDA
violencia_domestica,violencia_social,,,32.0,25_34,ARACRUZ,VILA NOVA,FEMININO,PARDA
violencia_domestica,violencia_social,,,33.0,25_34,MIMOSO DO SUL,MORRO DA PALHA,FEMININO,BRANCA
violencia_domestica,violencia_social,,,33.0,25_34,SERRA,BAIRRO DAS LARANJEIRAS,FEMININO,PARDA
violencia_domestica,violencia_social,,,36.0,35_44,VITORIA,GOIABEIRAS,FEMININO,PARDA
violencia_domestica,violencia_social,,,37.0,35_44,LINHARES,LINHARES V,FEMININO,PARDA
violencia_domestica,violencia_social,,,38.0,35_44,MARATAIZES,ACAPULCO,FEMININO,BRANCA
violencia_domestica,violencia_social,,,40.0,35_44,CARIACICA,GRAUNA,FEMININO,PARDA
violencia_domestica,violencia_social,,,40.0,35_44,SERRA,CIDADE POMAR,FEMININO,BRANCA
violencia_domestica,violencia_social,,,42.0,35_44,LINHARES,INTERLAGOS,FEMININO,PARDA
violencia_domestica,violencia_social,,,42.0,35_44,CARIACICA,SANTO ANTONIO,FEMININO,PARDA
violencia_domestica,violencia_social,,,43.0,35_44,VILA VELHA,COBILANDIA,FEMININO,PARDA
violencia_domestica,violencia_social,,,43.0,35_44,PINHEIROS,JUNDIA,FEMININO,PARDA
violencia_domestica,violencia_social,,,46.0,45_54,CARIACICA,SAO BENEDITO,FEMININO,INDETERMINADA
violencia_domestica,violencia_social,,,50.0,45_54,ITAPEMIRIM,ITAIPAVA,FEMININO,PARDA
violencia_domestica,violencia_social,,,54.0,45_54,VILA VELHA,SANTA INES,FEMININO,PARDA
violencia_domestica,violencia_social,,,54.0,45_54,VILA VELHA,BOA VISTA I,FEMININO,PARDA
violencia_domestica,violencia_social,,,54.0,45_54,JERONIMO MONTEIRO,SANTA CLARA,FEMININO,PARDA
violencia_domestica,violencia_social,,,56.0,55_64,VILA VELHA,NOVA ITAPARICA,FEMININO,NEGRA
violencia_domestica,violencia_social,,,56.0,55_64,VILA VELHA,NOVA ITAPARICA,FEMININO,NEGRA
violencia_domestica,violencia_social,,,73.0,65_PLUS,LINHARES,NOSSA SENHORA DA CONCEICAO,FEMININO,BRANCA
violencia_domestica,violencia_social,,,13.0,0_14,LINHARES,PONTAL DO IPIRANGA,FEMININO,NEGRA
violencia_domestica,violencia_social,,,17.0,15_17,BAIXO GUANDU,MAUA,FEMININO,PARDA
violencia_domestica,violencia_social,,,18.0,18_24,VITORIA,SANTOS DUMONT,FEMININO,PARDA
violencia_domestica,violencia_social,,,22.0,18_24,SAO DOMINGOS DO NORTE,CENTRO,FEMININO,PARDA
violencia_domestica,violencia_social,,,23.0,18_24,VILA VELHA,NOSSA SENHORA DA PENHA,FEMININO,BRANCA
violencia_domestica,violencia_social,,,24.0,18_24,NOVA VENECIA,BELA VISTA,FEMININO,PARDA
violencia_domestica,violencia_social,,,24.0,18_24,VILA VELHA,COQUEIRAL DE ITAPARICA,FEMININO,PARDA
violencia_domestica,violencia_social,,,25.0,25_34,SAO JOSE DO CALCADO,CENTRO,FEMININO,PARDA
violencia_domestica,violencia_social,,,25.0,25_34,AFONSO CLAUDIO,FAZENDA GUANDU,FEMININO,INDETERMINADA
violencia_domestica,violencia_social,,,25.0,25_34,ARACRUZ,SANTA CRUZ,FEMININO,PARDA
violencia_domestica,violencia_social,,,25.0,25_34,BOA ESPERANCA,VILA TAVARES,FEMININO,PARDA
violencia_domestica,violencia_social,,,26.0,25_34,SERRA,BAIRRO DAS LARANJEIRAS,FEMININO,PARDA
violencia_domestica,violencia_social,,,27.0,25_34,VITORIA,GOIABEIRAS,FEMININO,PARDA
violencia_domestica,violencia_social,,,27.0,25_34,APIACA,CENTRO,FEMININO,PARDA
violencia_domestica,violencia_social,,,27.0,25_34,VITORIA,PRAIA DO CANTO,FEMININO,BRANCA
violencia_domestica,violencia_social,,,27.0,25_34,ECOPORANGA,CENTRO,FEMININO,NEGRA
violencia_domestica,violencia_social,,,28.0,25_34,SERRA,JARDIM TROPICAL,FEMININO,PARDA
violencia_domestica,violencia_social,,,29.0,25_34,AFONSO CLAUDIO,FAZENDA GUANDU,FEMININO,PARDA
violencia_domestica,violencia_social,,,29.0,25_34,SERRA,HELIO FERRAZ,FEMININO,BRANCA
violencia_domestica,violencia_social,,,29.0,25_34,VILA VELHA,PONTAL DAS GARCAS,FEMININO,PARDA
violencia_domestica,violencia_social,,,29.0,25_34,SAO MATEUS,CENTRO,FEMININO,NEGRA
violencia_domestica,violencia_social,,,30.0,25_34,VITORIA,GOIABEIRAS,MASCULINO,NEGRA
violencia_domestica,violencia_social,,,30.0,25_34,VITORIA,JARDIM CAMBURI,FEMININO,PARDA
violencia_domestica,violencia_social,,,31.0,25_34,CACHOEIRO DE ITAPEMIRIM,AEROPORTO,FEMININO,PARDA
violencia_domestica,violencia_social,,,32.0,25_34,CARIACICA,ALTO LAGE,FEMININO,PARDA
violencia_domestica,violencia_social,,,32.0,25_34,SAO GABRIEL DA PALHA,BOA VISTA,FEMININO,PARDA
violencia_domestica,violencia_social,,,32.0,25_34,SERRA,ALTEROSAS,FEMININO,PARDA
violencia_domestica,violencia_social,,,33.0,25_34,CONCEICAO DA BARRA,NOSSA SENHORA APARECIDA,FEMININO,PARDA
violencia_domestica,violencia_social,,,34.0,25_34,SERRA,FEU ROSA,FEMININO,PARDA
violencia_domestica,violencia_social,,,34.0,25_34,SERRA,PRAIA DA BALEIA,FEMININO,PARDA
violencia_domestica,violencia_social,,,34.0,25_34,LINHARES,BNH,FEMININO,PARDA
violencia_domestica,violencia_social,,,34.0,25_34,VITORIA,BELA VISTA,FEMININO,BRANCA
violencia_domestica,violencia_social,,,35.0,35_44,VILA VELHA,BRISAMAR,FEMININO,BRANCA
violencia_domestica,violencia_social,,,35.0,35_44,VITORIA,SAO PEDRO,FEMININO,PARDA
violencia_domestica,violencia_social,,,35.0,35_44,CONCEICAO DA BARRA,NOSSA SENHORA APARECIDA,FEMININO,PARDA
violencia_domestica,violencia_social,,,36.0,35_44,SAO JOSE DO CALCADO,CENTRO,FEMININO,NEGRA
violencia_domestica,violencia_social,,,39.0,35_44,CASTELO,VOLTA REDONDA,FEMININO,PARDA
violencia_domestica,violencia_social,,,39.0,35_44,CARIACICA,DOM BOSCO,FEMININO,BRANCA
violencia_domestica,violencia_social,,,40.0,35_44,COLATINA,SANTOS DUMONT,FEMININO,PARDA
violencia_domestica,violencia_social,,,41.0,35_44,CASTELO,VOLTA REDONDA,FEMININO,PARDA
violencia_domestica,violencia_social,,,44.0,35_44,GUARAPARI,IPIRANGA,FEMININO,BRANCA
violencia_domestica,violencia_social,,,45.0,45_54,CACHOEIRO DE ITAPEMIRIM,COSTA E SILVA,FEMININO,PARDA
violencia_domestica,violencia_social,,,46.0,45_54,CASTELO,VOLTA REDONDA,FEMININO,BRANCA
violencia_domestica,violencia_social,,,49.0,45_54,VIANA,BONITO,FEMININO,PARDA
violencia_domestica,violencia_social,,,50.0,45_54,MARATAIZES,CIDADE NOVA,FEMININO,BRANCA
violencia_domestica,violencia_social,,,53.0,45_54,PINHEIROS,PINHEIRINHO,FEMININO,BRANCA
violencia_domestica,violencia_social,,,55.0,55_64,VITORIA,JARDIM DA PENHA,FEMININO,PARDA
violencia_domestica,violencia_social,,,61.0,55_64,CONCEICAO DA BARRA,MARCILIO DIAS I,FEMININO,NEGRA
violencia_domestica,violencia_social,,,62.0,55_64,VILA VELHA,SANTA INES,FEMININO,PARDA
violencia_domestica,violencia_social,,,68.0,65_PLUS,PEDRO CANARIO,VISTA ALEGRE,FEMININO,PARDA
violencia_domestica,violencia_social,,,69.0,65_PLUS,VILA VELHA,CRISTOVAO COLOMBO,FEMININO,NEGRA
violencia_domestica,violencia_social,,,87.0,65_PLUS,ITAGUACU,BARRO PRETO,FEMININO,NEGRA
violencia_domestica,violencia_social,,,19.0,18_24,ARACRUZ,PICUA,FEMININO,BRANCA
violencia_domestica,violencia_social,,,20.0,18_24,ECOPORANGA,CENTRO,FEMININO,PARDA
violencia_domestica,violencia_social,,,22.0,18_24,IBIRACU,SAO CRISTOVAO,FEMININO,NEGRA
violencia_domestica,violencia_social,,,22.0,18_24,LINHARES,AVISO,FEMININO,PARDA
violencia_domestica,violencia_social,,,24.0,18_24,SANTA MARIA DE JETIBA,RIO POSS MOUSER,FEMININO,INDETERMINADA
violencia_domestica,violencia_social,,,24.0,18_24,VILA VELHA,CRISTOVAO COLOMBO,FEMININO,PARDA
violencia_domestica,violencia_social,,,25.0,25_34,NOVA VENECIA,AEROPORTO,FEMININO,PARDA
violencia_domestica,violencia_social,,,26.0,25_34,VITORIA,CENTRO,FEMININO,PARDA
violencia_domestica,violencia_social,,,26.0,25_34,MONTANHA,CENTRO,FEMININO,NEGRA
violencia_domestica,violencia_social,,,26.0,25_34,PIUMA,NITEROI,FEMININO,NEGRA
violencia_domestica,violencia_social,,,26.0,25_34,VILA VELHA,RESIDENCIAL COQUEIRAL,FEMININO,PARDA
violencia_domestica,violencia_social,,,32.0,25_34,DOMINGOS MARTINS,CENTRO,FEMININO,PARDA
violencia_domestica,violencia_social,,,32.0,25_34,SERRA,SAO GERALDO,FEMININO,PARDA
violencia_domestica,violencia_social,,,33.0,25_34,SAO JOSE DO CALCADO,CENTRO,FEMININO,NEGRA
violencia_domestica,violencia_social,,,33.0,25_34,LINHARES,PLANALTO,FEMININO,PARDA
violencia_domestica,violencia_social,,,36.0,35_44,ARACRUZ,TAQUARAL,FEMININO,PARDA
violencia_domestica,violencia_social,,,36.0,35_44,SERRA,BAIRRO DAS LARANJEIRAS,FEMININO,NEGRA
violencia_domestica,violencia_social,,,37.0,35_44,VIANA,UNIVERSAL,FEMININO,PARDA
violencia_domestica,violencia_social,,,40.0,35_44,ARACRUZ,CENTRO,FEMININO,BRANCA
violencia_domestica,violencia_social,,,42.0,35_44,VILA VELHA,BALNEARIO PONTA DA FRUTA,FEMININO,PARDA
violencia_domestica,violencia_social,,,44.0,35_44,COLATINA,COLUMBIA,FEMININO,PARDA
violencia_domestica,violencia_social,,,44.0,35_44,SERRA,CIDADE CONTINENTAL,FEMININO,PARDA
violencia_domestica,violencia_social,,,45.0,45_54,SERRA,VILA NOVA DE COLARES,FEMININO,BRANCA
violencia_domestica,violencia_social,,,46.0,45_54,CARIACICA,MORADA DE SANTA FE,FEMININO,PARDA
violencia_domestica,violencia_social,,,48.0,45_54,GUARAPARI,PRAIA DO MORRO,FEMININO,NEGRA
violencia_domestica,violencia_social,,,49.0,45_54,VILA VELHA,CENTRO VILA VELHA,FEMININO,BRANCA
violencia_domestica,violencia_social,,,50.0,45_54,NOVA VENECIA,AEROPORTO,FEMININO,BRANCA
violencia_domestica,violencia_social,,,52.0,45_54,CARIACICA,RIO BRANCO,FEMININO,PARDA
violencia_domestica,violencia_social,,,62.0,55_64,JERONIMO MONTEIRO,BOA ESPERANCA,FEMININO,NEGRA
violencia_domestica,violencia_social,,,11.0,0_14,ANCHIETA,ANCHIETA,FEMININO,BRANCA
violencia_domestica,violencia_social,,,20.0,18_24,SAO JOSE DO CALCADO,CENTRO,FEMININO,PARDA
violencia_domestica,violencia_social,,,21.0,18_24,CACHOEIRO DE ITAPEMIRIM,VILAGE DA LUZ,FEMININO,BRANCA
violencia_domestica,violencia_social,,,24.0,18_24,MIMOSO DO SUL,FUNIL,FEMININO,NEGRA
violencia_domestica,violencia_social,,,24.0,18_24,SAO GABRIEL DA PALHA,POPULARES,FEMININO,BRANCA
violencia_domestica,violencia_social,,,24.0,18_24,VILA VELHA,ULISSES GUIMARAES,FEMININO,BRANCA
violencia_domestica,violencia_social,,,25.0,25_34,PINHEIROS,CENTRO,FEMININO,NEGRA
violencia_domestica,violencia_social,,,25.0,25_34,SERRA,NOVA ALMEIDA CENTRO,FEMININO,PARDA
violencia_domestica,violencia_social,,,25.0,25_34,LINHARES,BNH,FEMININO,PARDA
violencia_domestica,violencia_social,,,25.0,25_34,VILA VELHA,ILHA DOS AYRES,FEMININO,BRANCA
violencia_domestica,violencia_social,,,25.0,25_34,GUACUI,QUINCAS MACHADO,FEMININO,PARDA
violencia_domestica,violencia_social,,,25.0,25_34,SERRA,MARIA NIOBE,FEMININO,PARDA
violencia_domestica,violencia_social,,,26.0,25_34,SERRA,NOVO HORIZONTE,FEMININO,NEGRA
violencia_domestica,violencia_social,,,26.0,25_34,MARECHAL FLORIANO,CENTRO,FEMININO,NEGRA
violencia_domestica,violencia_social,,,26.0,25_34,PEDRO CANARIO,CRISTAL DO NORTE,FEMININO,NEGRA
violencia_domestica,violencia_social,,,27.0,25_34,CACHOEIRO DE ITAPEMIRIM,VALAO,FEMININO,BRANCA
violencia_domestica,violencia_social,,,27.0,25_34,VILA VELHA,VISTA DA PENHA,FEMININO,PARDA
violencia_domestica,violencia_social,,,27.0,25_34,LINHARES,SHELL,FEMININO,NEGRA
violencia_domestica,violencia_social,,,28.0,25_34,CACHOEIRO DE ITAPEMIRIM,AGOSTINHO SIMONATO,FEMININO,NEGRA
violencia_domestica,violencia_social,,,28.0,25_34,MARATAIZES,LAGOA DO SIRI,FEMININO,BRANCA
violencia_domestica,violencia_social,,,28.0,25_34,ARACRUZ,VILA DO RIACHO,FEMININO,BRANCA
violencia_domestica,violencia_social,,,29.0,25_34,VITORIA,SANTA LUIZA,FEMININO,NEGRA
violencia_domestica,violencia_social,,,29.0,25_34,ITAPEMIRIM,ITAOCA,FEMININO,BRANCA
violencia_domestica,violencia_social,,,30.0,25_34,ARACRUZ,VILA DO RIACHO,FEMININO,PARDA
violencia_domestica,violencia_social,,,30.0,25_34,ARACRUZ,SAO MARCOS,FEMININO,BRANCA
violencia_domestica,violencia_social,,,30.0,25_34,SERRA,JARDIM CARAPINA,FEMININO,BRANCA
violencia_domestica,violencia_social,,,30.0,25_34,SAO MATEUS,MORADA DO LAGO,FEMININO,BRANCA
violencia_domestica,violencia_social,,,30.0,25_34,VILA VELHA,PRAIA DA COSTA,FEMININO,PARDA
violencia_domestica,violencia_social,,,31.0,25_34,SERRA,JARDIM LIMOEIRO,FEMININO,PARDA
violencia_domestica,violencia_social,,,35.0,35_44,MUNIZ FREIRE,MENINO JESUS,FEMININO,BRANCA
violencia_domestica,violencia_social,,,36.0,35_44,COLATINA,CENTRO,FEMININO,PARDA
violencia_domestica,violencia_social,,,39.0,35_44,COLATINA,OPERARIO,FEMININO,PARDA
violencia_domestica,violencia_social,,,40.0,35_44,CASTELO,VILA BARBOSA,FEMININO,BRANCA
violencia_domestica,violencia_social,,,40.0,35_44,CARIACICA,TUCUM,FEMININO,INDETERMINADA
violencia_domestica,violencia_social,,,42.0,35_44,PRESIDENTE KENNEDY,CENTRO,FEMININO,BRANCA
violencia_domestica,violencia_social,,,43.0,35_44,VILA VELHA,COCAL,FEMININO,PARDA
violencia_domestica,violencia_social,,,43.0,35_44,CARIACICA,JARDIM DE ALAH,FEMININO,BRANCA
violencia_domestica,violencia_social,,,44.0,35_44,ARACRUZ,IRAJA,FEMININO,PARDA
violencia_domestica,violencia_social,,,50.0,45_54,CARIACICA,VILA CAPIXABA,FEMININO,PARDA
violencia_domestica,violencia_social,,,50.0,45_54,CARIACICA,VILA PRUDENCIO,FEMININO,BRANCA
violencia_domestica,violencia_social,,,52.0,45_54,MUQUI,NOSSA SENHORA APARECIDA,FEMININO,BRANCA
violencia_domestica,violencia_social,,,55.0,55_64,MANTENOPOLIS,SANTA LUZIA DE MANTENOPOLIS,FEMININO,NEGRA
violencia_domestica,violencia_social,,,55.0,55_64,SERRA,SAO GERALDO,FEMININO,PARDA
violencia_domestica,violencia_social,,,75.0,65_PLUS,LINHARES,RIO QUARTEL,FEMININO,PARDA
violencia_domestica,violencia_social,,,13.0,0_14,GUARAPARI,SANTA MONICA,MASCULINO,PARDA
violencia_domestica,violencia_social,,,18.0,18_24,ALEGRE,CENTRO,FEMININO,INDETERMINADA
violencia_domestica,violencia_social,,,18.0,18_24,VILA VELHA,GLORIA,FEMININO,PARDA
violencia_domestica,violencia_social,,,18.0,18_24,VILA VELHA,GLORIA,FEMININO,PARDA
violencia_domestica,violencia_social,,,18.0,18_24,SERRA,TAQUARA II,FEMININO,PARDA
violencia_domestica,violencia_social,,,19.0,18_24,SERRA,TAQUARA I,FEMININO,PARDA
violencia_domestica,violencia_social,,,19.0,18_24,MONTANHA,FUNDAO,FEMININO,BRANCA
violencia_domestica,violencia_social,,,20.0,18_24,SERRA,TAQUARA I,FEMININO,PARDA
violencia_domestica,violencia_social,,,20.0,18_24,LINHARES,INTERLAGOS,FEMININO,PARDA
violencia_domestica,violencia_social,,,21.0,18_24,BARRA DE SAO FRANCISCO,BAIRRO COLINA,FEMININO,PARDA
violencia_domestica,violencia_social,,,21.0,18_24,DOMINGOS MARTINS,PEDRA AZUL,FEMININO,PARDA
violencia_domestica,violencia_social,,,22.0,18_24,MUCURICI,CENTRO,FEMININO,PARDA
violencia_domestica,violencia_social,,,23.0,18_24,SERRA,NOVA ALMEIDA CENTRO,FEMININO,PARDA
violencia_domestica,violencia_social,,,25.0,25_34,VARGEM ALTA,VILA MARIA,FEMININO,BRANCA
violencia_domestica,violencia_social,,,26.0,25_34,CACHOEIRO DE ITAPEMIRIM,CONDURU,FEMININO,PARDA
violencia_domestica,violencia_social,,,27.0,25_34,SAO MATEUS,CARAPINA,FEMININO,PARDA
violencia_domestica,violencia_social,,,27.0,25_34,VILA VELHA,PLANALTO,FEMININO,PARDA
violencia_domestica,violencia_social,,,27.0,25_34,SANTA MARIA DE JETIBA,ALTO POSS MOUSER,MASCULINO,PARDA
violencia_domestica,violencia_social,,,28.0,25_34,MARATAIZES,LAGOA FUNDA,FEMININO,INDETERMINADA
violencia_domestica,violencia_social,,,28.0,25_34,MARATAIZES,CIDADE NOVA,FEMININO,PARDA
violencia_domestica,violencia_social,,,29.0,25_34,VILA VELHA,JOAO GOULART,FEMININO,BRANCA
violencia_domestica,violencia_social,,,30.0,25_34,ITAPEMIRIM,ROSA MEIRELES,FEMININO,PARDA
violencia_domestica,violencia_social,,,30.0,25_34,CARIACICA,NOVA ROSA DA PENHA,FEMININO,PARDA
violencia_domestica,violencia_social,,,31.0,25_34,CACHOEIRO DE ITAPEMIRIM,CORAMARA,FEMININO,NEGRA
violencia_domestica,violencia_social,,,31.0,25_34,MONTANHA,VINHATICO,FEMININO,PARDA
violencia_domestica,violencia_social,,,31.0,25_34,LINHARES,INTERLAGOS,FEMININO,PARDA
violencia_domestica,violencia_social,,,31.0,25_34,MARATAIZES,CENTRO,FEMININO,PARDA
violencia_domestica,violencia_social,,,32.0,25_34,CARIACICA,BOA SORTE,FEMININO,PARDA
violencia_domestica,violencia_social,,,33.0,25_34,PEDRO CANARIO,VISTA ALEGRE,FEMININO,PARDA
violencia_domestica,violencia_social,,,33.0,25_34,PIUMA,CEU AZUL,FEMININO,NEGRA
violencia_domestica,violencia_social,,,34.0,25_34,ARACRUZ,SAO MARCOS,FEMININO,BRANCA
violencia_domestica,violencia_social,,,35.0,35_44,COLATINA,NOSSA SENHORA APARECIDA,FEMININO,NEGRA
violencia_domestica,violencia_social,,,35.0,35_44,MUNIZ FREIRE,MENINO JESUS,FEMININO,BRANCA
violencia_domestica,violencia_social,,,35.0,35_44,VILA PAVAO,TODOS OS SANTOS,FEMININO,NEGRA
violencia_domestica,violencia_social,,,35.0,35_44,CONCEICAO DO CASTELO,CENTRO,FEMININO,PARDA
violencia_domestica,violencia_social,,,36.0,35_44,LINHARES,INTERLAGOS,FEMININO,PARDA
violencia_domestica,violencia_social,,,36.0,35_44,IRUPI,CAROLINE BARBOSA,FEMININO,PARDA
violencia_domestica,violencia_social,,,36.0,35_44,SANTA MARIA DE JETIBA,ALTO POSS MOUSER,FEMININO,BRANCA
violencia_domestica,violencia_social,,,37.0,35_44,VILA VELHA,ITAPOA,FEMININO,BRANCA
violencia_domestica,violencia_social,,,38.0,35_44,GUACUI,JOAO FERRAZ DE ARAUJO,FEMININO,PARDA
violencia_domestica,violencia_social,,,39.0,35_44,BREJETUBA,CENTRO,FEMININO,NEGRA
violencia_domestica,violencia_social,,,39.0,35_44,VILA VELHA,BARRAMARES,FEMININO,PARDA
violencia_domestica,violencia_social,,,39.0,35_44,IBITIRAMA,CENTRO,FEMININO,PARDA
violencia_domestica,violencia_social,,,39.0,35_44,IBITIRAMA,CENTRO,FEMININO,PARDA
